thread_id,parent_thread_id,depth,agent_path,nickname,task_group,spawned_at,last_event_at,wall_span_seconds,turn_count,completed_turns,aborted_turns,incomplete_turns,active_seconds,models_and_responses,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,api_cost_equivalent_usd,log_bytes,log_lines
01a0744c-a055-7c30-a4e6-70afc19f27c8,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/context_architecture,Popper,common-foundation,2026-09-06T01:19:34.143000Z,2026-09-06T07:32:12.303000Z,22358.16,2,2,0,0,1746.682,gpt-5.6-sol/xhigh:56,6384111,6064256,0,55636,40245,6439747,4.817842,7924449,604
01a0744c-c9a4-7b90-abe6-93f3777ddb5c,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/p1_04_audit,Hilbert,P1-04,2026-09-06T01:19:44.693000Z,2026-09-06T01:31:14.883000Z,690.19,2,1,1,0,678.776,gpt-5.6-sol/high:37,4509338,4298112,0,21180,14465,4530518,2.987749,3010050,319
01a0744c-ed77-7731-9308-188b970877ee,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/github_state,Sartre,cross-cutting,2026-09-06T01:19:53.869000Z,2026-09-06T01:21:14.600000Z,80.731,1,1,0,0,80.615,gpt-5.6-luna/low:5,124813,106240,0,1515,253,126328,0.007657,301754,47
01a0744d-93ec-7973-8f41-1f753c89b368,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/p1_05_audit,Hubble,P1-05,2026-09-06T01:20:37.393000Z,2026-09-06T01:35:11.633000Z,874.24,2,1,1,0,868.112,gpt-5.6-sol/high:51,6608906,6424576,0,25161,13852,6634067,3.81037,5233952,416
01a0745c-f00b-7852-9e21-07e23b393193,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/context_spec_review,Gauss,review,2026-09-06T01:37:23.105000Z,2026-09-06T01:44:00.515000Z,397.41,1,1,0,0,397.197,gpt-5.6-sol/xhigh:33,2947417,2812928,0,11811,6697,2959228,1.899347,3003162,258
01a07597-7545-7b61-a56b-b0303c72bd90,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/p1_04_evidence,Pascal,P1-04,2026-09-06T07:20:55.489000Z,2026-09-06T07:45:15.074000Z,1459.585,1,1,0,0,1459.468,gpt-5.6-sol/high:91,10914826,10580480,0,34539,10819,10949365,6.260356,8533119,672
01a07597-e7d2-7fe2-8e45-431856c978c2,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/p1_05_evidence,James,P1-05,2026-09-06T07:21:24.860000Z,2026-09-06T07:27:33.754000Z,368.894,1,1,0,0,368.75,gpt-5.6-terra/medium:19,1102520,1024256,0,12216,2987,1114736,0.507971,1256754,151
01a075a1-fbe3-71d2-a92e-01cd73da0f1e,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/context_spec_review_v2,Dalton,review,2026-09-06T07:32:25.338000Z,2026-09-06T07:42:49.913000Z,624.575,1,1,0,0,624.453,gpt-5.6-sol/xhigh:31,2921559,2797440,0,23130,17259,2944689,2.078052,2788146,289
01a075ac-dd65-7a70-8bad-4af08472a0b3,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/common_seam_revision,Copernicus,common-foundation,2026-09-06T07:44:18.576000Z,2026-09-06T08:15:37.735000Z,1879.159,2,2,0,0,1115.344,gpt-5.6-sol/xhigh:31,3507141,3191168,0,32254,17593,3539395,3.185439,3911045,371
01a075bc-186a-71f1-8a5a-7d1846fee11d,01a07449-de77-7ae0-ac4a-8f5330c43121,1,/root/common_seam_review_v2,Avicenna,common-foundation,2026-09-06T08:00:56.570000Z,2026-09-06T08:11:03.804000Z,607.234,1,1,0,0,607.11,gpt-5.6-sol/xhigh:40,3944215,3793152,0,17986,11821,3962201,2.481233,3968688,353
